1;26401;26401;26401;;;
2;25271;25271;25271;;;
3;24193;24193;24193;;;
4;24006;24006;24006;;;
5;23356;23356;23356;;;
6;22812;22812;22812;;;
7;22600;22600;22600;;;
8;22310;22310;22310;;;
9;22310;22310;22310;;;
10;22325;22325;22325;;;
11;22296;22296;22296;;;
12;22286;22286;22286;;;
13;22286;22286;22286;;;
14;22286;22286;22286;;;
15;22286;22286;22286;;;
16;22280;22280;22280;;;
17;22255;22255;22255;;;
18;22255;22255;22255;;;
19;22210;22210;22210;;;
20;22156;22156;22156;;;
21;22080;22080;22080;;;
22;22080;22080;22080;;;
23;22080;22080;22080;;;
24;22080;22080;22080;;;
25;22080;22080;22080;;;
26;22080;22080;22080;;;
27;22080;22080;22080;;;
28;22080;22080;22080;;;
29;22080;22080;22080;;;
30;22080;22080;22080;;;
31;22080;22080;22080;;;
32;22080;22080;22080;;;
33;22080;22080;22080;;;
34;22080;22080;22080;;;
35;22080;22080;22080;;;
36;22080;22080;22080;;;
37;22080;22080;22080;;;
38;22080;22080;22080;;;
39;22080;22080;22080;;;
40;22080;22080;22080;;;
41;22080;22080;22080;;;
42;22080;22080;22080;;;
43;22080;22080;22080;;;
44;22080;22080;22080;;;
45;22080;22080;22080;;;
46;22080;22080;22080;;;
47;22080;22080;22080;;;
48;22080;22080;22080;;;
49;22080;22080;22080;;;
50;22080;22080;22080;;;
51;22080;22080;22080;;;
52;22080;22080;22080;;;
53;22080;22080;22080;;;
54;22080;22080;22080;;;
55;22080;22080;22080;;;
56;22080;22080;22080;;;
57;22080;22080;22080;;;
58;22080;22080;22080;;;
59;22080;22080;22080;;;
60;22080;22080;22080;;;
61;22080;22080;22080;;;
62;22080;22080;22080;;;
63;22080;22080;22080;;;
64;22080;22080;22080;;;
65;22080;22080;22080;;;
66;22080;22080;22080;;;
67;22080;22080;22080;;;
68;22080;22080;22080;;;
69;22080;22080;22080;;;
70;22080;22080;22080;;;
71;22080;22080;22080;;;
72;22080;22080;22080;;;
73;22080;22080;22080;;;
74;22080;22080;22080;;;
75;22080;22080;22080;;;
76;22080;22080;22080;;;
77;22080;22080;22080;;;
78;22080;22080;22080;;;
79;22080;22080;22080;;;
80;22080;22080;22080;;;
81;22080;22080;22080;;;
82;22080;22080;22080;;;
83;22080;22080;22080;;;
84;22080;22080;22080;;;
85;22080;22080;22080;;;
86;22080;22080;22080;;;
87;22080;22080;22080;;;
88;22080;22080;22080;;;
89;22080;22080;22080;;;
90;22080;22080;22080;;;
91;22080;22080;22080;;;
92;22080;22080;22080;;;
93;22080;22080;22080;;;
94;22080;22080;22080;;;
95;22080;22080;22080;;;
96;22080;22080;22080;;;
97;22080;22080;22080;;;
98;22080;22080;22080;;;
99;22080;22080;22080;;;
100;22080;22080;22080;;;
